[KGenerating Samples |                                | (0/128) Sample Time: 0.000s | Infer Batch: 30.5 | Total: 0:05:32 | ETA: 0:00:00
[KGenerating Samples |###########################     | (109/128) Sample Time: 4.973s | Infer Batch: 30.6 | Total: 0:09:04 | ETA: 0:00:01
[KGenerating Samples |###########################     | (109/128) Sample Time: 4.973s | Infer Batch: 30.6 | Total: 0:09:05 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:06 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:07 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:08 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:09 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:10 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:11 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:12 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:13 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:14 | ETA: 0:00:01
[KGenerating Samples |###########################     | (110/128) Sample Time: 4.964s | Infer Batch: 30.6 | Total: 0:09:15 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:16 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:17 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:18 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:19 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:20 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:21 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:22 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:23 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:24 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:25 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:26 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:27 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:28 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:29 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:30 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:31 | ETA: 0:00:01
[KGenerating Samples |###########################     | (111/128) Sample Time: 5.004s | Infer Batch: 30.6 | Total: 0:09:32 | ETA: 0:00:01
[KGenerating Samples |############################    | (113/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:09:33 | ETA: 0:00:01
[KGenerating Samples |############################    | (113/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:09:34 | ETA: 0:00:01
[KGenerating Samples |############################    | (113/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:09:35 | ETA: 0:00:01
[KGenerating Samples |############################    | (113/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:09:36 | ETA: 0:00:01
[KGenerating Samples |############################    | (114/128) Sample Time: 5.061s | Infer Batch: 30.6 | Total: 0:09:37 | ETA: 0:00:01
[KGenerating Samples |############################    | (114/128) Sample Time: 5.061s | Infer Batch: 30.6 | Total: 0:09:38 | ETA: 0:00:01
[KGenerating Samples |############################    | (114/128) Sample Time: 5.061s | Infer Batch: 30.6 | Total: 0:09:39 | ETA: 0:00:01
[KGenerating Samples |############################    | (114/128) Sample Time: 5.061s | Infer Batch: 30.6 | Total: 0:09:40 | ETA: 0:00:01
[KGenerating Samples |############################    | (114/128) Sample Time: 5.061s | Infer Batch: 30.6 | Total: 0:09:41 | ETA: 0:00:01
[KGenerating Samples |############################    | (115/128) Sample Time: 5.062s | Infer Batch: 30.6 | Total: 0:09:42 | ETA: 0:00:01
[KGenerating Samples |############################    | (115/128) Sample Time: 5.062s | Infer Batch: 30.6 | Total: 0:09:43 | ETA: 0:00:01
[KGenerating Samples |############################    | (115/128) Sample Time: 5.062s | Infer Batch: 30.6 | Total: 0:09:44 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:45 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:46 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:47 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:48 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:49 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:50 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:51 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:52 | ETA: 0:00:01
[KGenerating Samples |#############################   | (116/128) Sample Time: 5.047s | Infer Batch: 30.6 | Total: 0:09:53 | ETA: 0:00:01
[KGenerating Samples |#############################   | (117/128) Sample Time: 5.081s | Infer Batch: 30.6 | Total: 0:09:54 | ETA: 0:00:01
[KGenerating Samples |#############################   | (117/128) Sample Time: 5.081s | Infer Batch: 30.6 | Total: 0:09:55 | ETA: 0:00:01
[KGenerating Samples |#############################   | (117/128) Sample Time: 5.081s | Infer Batch: 30.6 | Total: 0:09:56 | ETA: 0:00:01
[KGenerating Samples |#############################   | (117/128) Sample Time: 5.081s | Infer Batch: 30.6 | Total: 0:09:57 | ETA: 0:00:01
[KGenerating Samples |#############################   | (117/128) Sample Time: 5.081s | Infer Batch: 30.6 | Total: 0:09:58 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:09:59 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:00 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:01 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:02 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:03 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:04 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:05 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:06 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:07 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:08 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:09 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:10 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:11 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:12 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:13 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:14 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:15 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:16 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:17 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:18 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:19 | ETA: 0:00:01
[KGenerating Samples |#############################   | (118/128) Sample Time: 5.074s | Infer Batch: 30.6 | Total: 0:10:20 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:21 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:22 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:23 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:24 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:25 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:26 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:27 | ETA: 0:00:01
[KGenerating Samples |#############################   | (119/128) Sample Time: 5.222s | Infer Batch: 30.6 | Total: 0:10:28 | ETA: 0:00:01
[KGenerating Samples |##############################  | (120/128) Sample Time: 5.241s | Infer Batch: 30.6 | Total: 0:10:29 | ETA: 0:00:01
[KGenerating Samples |##############################  | (120/128) Sample Time: 5.241s | Infer Batch: 30.6 | Total: 0:10:30 | ETA: 0:00:01
[KGenerating Samples |##############################  | (120/128) Sample Time: 5.241s | Infer Batch: 30.6 | Total: 0:10:31 | ETA: 0:00:01
[KGenerating Samples |##############################  | (120/128) Sample Time: 5.241s | Infer Batch: 30.6 | Total: 0:10:32 | ETA: 0:00:01
[KGenerating Samples |##############################  | (120/128) Sample Time: 5.241s | Infer Batch: 30.6 | Total: 0:10:33 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:34 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:35 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:36 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:37 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:38 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:39 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:40 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:41 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:42 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:43 | ETA: 0:00:01
[KGenerating Samples |##############################  | (122/128) Sample Time: 5.203s | Infer Batch: 30.6 | Total: 0:10:44 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:45 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:46 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:47 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:48 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:49 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:50 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:51 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:52 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:53 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:54 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:55 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:56 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:57 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:58 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:10:59 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:11:00 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:11:01 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:11:02 | ETA: 0:00:01
[KGenerating Samples |##############################  | (123/128) Sample Time: 5.250s | Infer Batch: 30.6 | Total: 0:11:03 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:04 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:05 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:06 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:07 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:08 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:09 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:10 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:11 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:12 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:13 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:14 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:15 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:17 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:18 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:19 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:20 | ETA: 0:00:01
[KGenerating Samples |############################### | (124/128) Sample Time: 5.357s | Infer Batch: 30.6 | Total: 0:11:21 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.6 | Total: 0:11:22 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.6 | Total: 0:11:23 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.7 | Total: 0:11:24 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.6 | Total: 0:11:25 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.6 | Total: 0:11:26 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.7 | Total: 0:11:27 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.7 | Total: 0:11:28 | ETA: 0:00:01
[KGenerating Samples |############################### | (125/128) Sample Time: 5.450s | Infer Batch: 30.6 | Total: 0:11:29 | ETA: 0:00:01
[KGenerating Samples |############################### | (126/128) Sample Time: 5.474s | Infer Batch: 30.6 | Total: 0:11:30 | ETA: 0:00:01
[KGenerating Samples |############################### | (126/128) Sample Time: 5.474s | Infer Batch: 30.7 | Total: 0:11:31 | ETA: 0:00:01
[KGenerating Samples |############################### | (126/128) Sample Time: 5.474s | Infer Batch: 30.7 | Total: 0:11:32 | ETA: 0:00:01
[KGenerating Samples |############################### | (127/128) Sample Time: 5.455s | Infer Batch: 30.7 | Total: 0:11:33 | ETA: 0:00:01
[KGenerating Samples |############################### | (127/128) Sample Time: 5.455s | Infer Batch: 30.7 | Total: 0:11:34 | ETA: 0:00:01
[KGenerating Samples |############################### | (127/128) Sample Time: 5.455s | Infer Batch: 30.7 | Total: 0:11:35 | ETA: 0:00:01
[KGenerating Samples |############################### | (127/128) Sample Time: 5.455s | Infer Batch: 30.7 | Total: 0:11:36 | ETA: 0:00:01
[KGenerating Samples |################################| (128/128) Sample Time: 5.442s | Infer Batch: 30.6 | Total: 0:11:37 | ETA: 0:00:00
[KGenerating Samples |################################| (128/128) Sample Time: 5.442s | Infer Batch: 30.6 | Total: 0:11:38 | ETA: 0:00:00
[KGenerating Samples |################################| (128/128) Sample Time: 5.442s | Infer Batch: 30.6 | Total: 0:11:39 | ETA: 0:00:00
[KGenerating Samples |################################| (128/128) Sample Time: 5.442s | Infer Batch: 30.6 | Total: 0:11:40 | ETA: 0:00:00
[KGenerating Samples |################################| (128/128) Sample Time: 5.442s | Infer Batch: 30.6 | Total: 0:11:40 | ETA: 0:00:00
[?25h
Saving 12061 KataGo Japanese V3 scored samples
/home/codex/projects/gocube-alphazero/alphazero/envs/gocube/train.py:462: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  torch.load(filename + suffix)

[KTraining Net |                                | (1/47) Data: 0.003s | Batch: 0.524s | Total: 0:00:01 | ETA: 0:00:00 | Loss_pi: 3.1205 | Loss_v: 0.853 | Loss_owner: 0.480 | Loss_score: 0.127
[KTraining Net |######################          | (33/47) Data: 0.005s | Batch: 0.045s | Total: 0:00:02 | ETA: 0:00:01 | Loss_pi: 3.0274 | Loss_v: 0.812 | Loss_owner: 0.475 | Loss_score: 0.116
[KTraining Net |################################| (47/47) Data: 0.006s | Batch: 0.039s | Total: 0:00:02 | ETA: 0:00:01 | Loss_pi: 3.0227 | Loss_v: 0.813 | Loss_owner: 0.475 | Loss_score: 0.116
[?25h
=== V3 iteration 6 training summary ===
Games:                    128
Regular decisions:        18520
Fast decisions:           6328
Fast fraction:            25.47%

Base positions:           12061
Base endgame:             1166
Endgame weight:           1
Extra weighted samples:   0
Saved samples:            12061

History datasets:         6
Window samples:           138746
Latest iteration samples: 12061
Batch size:               256

Optimizer steps planned:  47
Optimizer steps actual:   47
Examples seen:            12032
Effective passes:         0.087
LR:                       0.01


